#,Player,Pts,Avg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Status,Bye,Salary,Column26
145,"Marshall, Terrace CAR WR",31.58,2.429,5.66,4.22,9.68,0.82,3.24,1.94,0,0,0,1,0,0,0,0,0,1.46,3.56,0,FA,13,0,
146,"Johnson, Marcus TEN WR",30.1,4.3,0,0,0,0,9.82,0,0.6,1.78,-0.6,18.5,0,0,0,0,0,0,0,0,FA,13,0,
147,"Eskridge, D'Wayne SEA WR",29.54,2.954,3.86,0,0,0,0,0,0,0,0,-0.14,0,2.6,13.1,2,0,3.4,4.72,0,FA,9,0,
148,"Skowronek, Ben LAR WR",26.78,1.913,0,0,0,0,0,0,0,6.3,0,1.78,0,0,6.1,0,8.72,0,3.88,0,FA,11,0,
149,"Pettis, Dante NYG WR",25.72,8.573,0,0,0,0,0,10.18,15.54,0,0,0,0,0,0,0,0,0,0,0,FA,10,0,
150,"Mims, Denzel NYJ WR",25.28,2.298,6.9,0,0,0,6.28,0,1.46,5.8,3.7,0,0,0,1.14,0,0,0,0,0,FA,6,0,
151,"Sherfield, Trent SFO WR",24.42,1.436,10.68,1.94,0,0,0,0,1.94,0,0,0,0,1.3,3.56,0,0,0,2.42,2.58,FA,6,0,
152,"Johnson, Collin NYG WR",22.3,1.858,0,0,10.66,0,0,4.36,1.62,2.6,0,0,0,0,0,0,3.06,0,0,0,FA,10,0,
153,"Smith, Jeff NYJ WR",22.08,1.84,0,6.1,2.58,0,0,0,0,2.1,7.9,0,0,0,0,0,0,0,2.58,0.82,FA,6,0,
154,"St. Brown, Equanimeous GBP WR",21.88,1.683,0,0.5,0,0,0,0,1.4,2.92,0,0,9.08,1.62,0,0,0,-0.9,2.74,4.52,FA,13,0,
155,"Benson, Trinity DET WR",21.48,2.685,4.54,4.34,0,2.92,0,0,0,0,0,3.72,0,0,0,0,0,0,5.96,0,FA,9,0,
156,"Kennedy, Tom DET WR",21.39,1.645,0,0,0,0,0,2.9,0,0,0,0,0,0,0,1.62,0,3.56,0,13.31,FA,9,0,
157,"Dorsett, Phillip HOU WR",21.2,4.24,0,0,0,0,0,0.98,0,0,0,0,0,0,0,2.04,7.88,10.3,0,0,FA,10,0,
158,"Wilkerson, Kristian NEP WR",20.72,6.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.72,0,FA,14,0,
159,"Stills, Kenny NOS WR",20.08,1.545,0,0,3.22,0,3.92,0,0,0,11.8,0,0,0,0,0,0,1.14,0,0,FA,6,2,
160,"Smith, Shi CAR WR",19.44,3.24,0,0,0,0,0,4.2,-0.2,0.18,0,0,0,0,0,0,0,15.26,0,0,FA,13,0,
161,"Miller, Scott TBB WR",19.08,2.12,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,3.88,0,0,12.44,FA,9,0,
162,"Westbrook, Dede MIN WR",17.88,1.192,2.26,0,0,3.22,4.38,3.08,0,0,0,0,3.62,0,0.18,0,0,0,1.14,0,FA,7,1,
163,"Fitzpatrick, Dez TEN WR",16.34,4.085,0,0,0,0,0,0,0,0,0,0.5,13.1,2.74,0,0,0,0,0,0,FA,13,0,
164,"Milne, Dax WAS WR",15.98,1.229,0,0,0,0,1.46,0,3.56,4.02,0,2.52,1.3,0,0,0,0.18,2.74,0.2,0,FA,9,0,
165,"Williams, Preston MIA WR",15.16,1.895,0,0.82,0,0,11.9,0,1.3,0,0,0,0,1.14,0,0,0,0,0,0,FA,14,6,
166,"Hogan, Chris FA WR",14.56,2.912,8.1,3.06,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,6,0,
167,"Hamler, KJ DEN WR",14.34,4.78,8.06,1.3,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,11,0,
168,"Tate, Auden CIN WR",13.74,1.963,0,0,2.74,3.38,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,FA,10,0,
169,"Gordon, Josh KCC WR",13.62,1.135,0,0,0,0,2.26,0,0,0,0,0,1.62,0,0,8.44,0,0,1.3,0,FA,12,0,
170,"Miller, Anthony PIT WR",13,4.333,0,0,11.2,0.98,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,FA,7,0,
171,"Hart, Penny SEA WR",12.94,0.761,0,0,1.62,0,4.04,2.42,0,0,0,0,0,0,0.34,3.06,0,0,1.46,0,FA,9,0,
172,"Rodgers, Amari GBP WR",12.4,0.775,3.54,0,0,0,0,2.74,0,2.82,2,0,0,0,0,0,0,0,0,1.3,FA,13,0,
173,"Bradley, Ja'Marcus CLE WR",12.24,2.448,0,0,0,0,0,0,0,0,0,0,8.36,3.88,0,0,0,0,0,0,FA,13,0,
174,"Batson, Cameron TEN WR",11.1,2.775,0,0,2.58,6.82,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,13,0,
175,"Darden, Jaelon TBB WR",11.08,1.231,0,0,0.5,0,0,0,1.2,3.26,0,5.14,0.98,0,0,0,0,0,0,0,FA,9,0,
176,"Olszewski, Gunner NEP WR",10.96,0.685,0,0,0,0,0,0,4.02,0,2,0,0,0,0,0,0,1,3.94,0,FA,14,0,
177,"Board, C.J. NYG WR",10.86,1.81,1.46,0.7,6.58,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,10,0,
178,"Thomas, Mike CIN WR",10.82,0.902,1.3,0,3.54,0.5,0,0,0,0,3.06,0,2.42,0,0,0,0,0,0,0,FA,10,0,
179,"Moore, Jason LAC WR",10.46,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.46,0,0,FA,7,0,
180,"Patmon, Dezmon IND WR",10.36,1.295,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,8.74,0,0,FA,14,0,
181,"Erickson, Alex CAR WR",10.3,0.606,0,0,4.5,0,0,3.22,0,0,0,0,0,2.58,0,0,0,0,0,0,FA,13,1,
182,"Roberts, Andre LAC WR",10.3,0.644,0,6.1,2,0,0,0,0,0,1,0,0.5,0,0,0,0.7,0,0,0,FA,7,10,
183,"Winfree, Juwann GBP WR",9.28,1.326,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,2.42,2.06,FA,13,0,
184,"Samuel, Curtis WAS WR",8.82,1.764,0,0,0,5.04,0.9,0,0,0,0,0,0,2.44,0.44,0,0,0,0,0,FA,9,0,
185,"Arcega-Whiteside, JJ PHI WR",8.76,0.547,0,0,0,0,0,0,0,0,0,0,4.18,2.58,0,0,0,2,0,0,FA,14,0,
186,"Snead, Willie FA WR",8.08,0.898,0,2.74,0,2.9,0.98,0,0,0,1.46,0,0,0,0,0,0,0,0,0,FA,13,0,
187,"White, Cody PIT WR",7.78,0.519,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,0,FA,7,0,
188,"Cooper, Pharoh FA WR",7.68,0.96,0,0,0,0,0,0,0,0,0,0,0,1.86,4.36,1.46,0,0,0,0,FA,10,0,
189,"Taylor, Trent CIN WR",7.56,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56,FA,10,0,
190,"Kumerow, Jake BUF WR",7.48,0.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,2,2.9,FA,7,0,
191,"Hollister, Cody TEN WR",7.28,2.427,0,0,0,0,0,0,0,0,0,0,0,4.52,0,1.46,1.3,0,0,0,FA,13,0,
192,"Montgomery, D.J. NYJ WR",7.26,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26,0,0,0,0,FA,6,0,
193,"Fuller, Will MIA WR",7.16,3.58,0,0,5.7,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fonzi - IR,14,0,
194,"White, Kevin NOS WR",6.58,1.097,0,0,0,0,0,0,0,6.58,0,0,0,0,0,0,0,0,0,0,FA,6,0,
195,"Irwin, Trenton CIN WR",6.44,1.073,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,FA,10,0,
196,"Dortch, Greg ARI WR",6.4,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1.8,FA,12,0,
197,"Hill, K.J. FA WR",6.3,1.05,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,7,0,
198,"Blake, Christian ATL WR",6,0.4,0,1.78,0,0,2.92,0,0,0,0,0,0,0,0,0,0,1.3,0,0,FA,6,0,
199,"Williams, Seth DEN WR",5.94,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,FA,11,0,
200,"Strachan, Mike IND WR",5.16,0.86,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,14,0,
201,"Kemp, Marcus KCC WR",4.84,0.302,0,0,0,0,0,0,1.78,0,0,3.06,0,0,0,0,0,0,0,0,FA,12,0,
202,"Newsome, Dazz CHI WR",4.68,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,2.58,FA,10,0,
203,"Wallace, Tylan BAL WR",4.68,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3.38,0,0,FA,8,0,
204,"Kirkwood, Keith FA WR",4.22,1.407,0,0,0,0,0,0,4.22,0,0,0,0,0,0,0,0,0,0,0,FA,13,0,
205,"Sills, David NYG WR",3.72,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,2.42,0,FA,10,0,
206,"Johnson, Tyron LVR WR",3.56,0.356,1.46,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,FA,8,0,
207,"Taylor, Malik GBP WR",3.24,0.324,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,13,0,
208,"Williams, Tyrell FA WR",3.24,3.24,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,9,0,
209,"Davis, Davion HOU WR",3.22,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,FA,10,0,
210,"Morgan, Stanley CIN WR",3.16,0.186,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,2.18,FA,10,0,
211,"Darby, Frank ATL WR",2.74,0.274,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0,0,0,0,FA,6,0,
212,"Mickens, Jaydon JAC WR",2.6,0.217,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,FA,7,0,
213,"Isabella, Andy ARI WR",2.58,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,FA,12,0,
214,"Merritt, Kirk NOS WR",2.58,1.29,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,FA,14,0,
215,"Black, Tarik NYJ WR",2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,FA,6,0,
216,"Hall, Marvin FA WR",2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,FA,6,0,
217,"Stevenson, Marquez BUF WR",2,0.4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,FA,7,0,
218,"Lewis, Tommylee FA WR",1.62,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,FA,14,0,
219,"Boykin, Miles BAL WR",1.46,0.182,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,FA,8,0,
220,"Coutee, Keke IND WR",1.3,0.65,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,FA,14,1,
221,"Winston, Easop NOS WR",1.3,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,FA,6,0,
222,"Ffrench, Maurice LAC WR",0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,FA,7,0,
223,"McMath, Racey TEN WR",0.28,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,-1.66,0,0,0,FA,13,0,
224,"Spencer, Diontae DEN WR",0.02,0.001,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,11,0,
225,"Adams, Rodney NYJ WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,10,0,
226,"Akers, Landen LAR WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,11,0,
227,"Allison, Geronimo FA WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,9,0,
228,"Ateman, Marcell FA WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,8,0,
229,"Atwell, Tutu LAR WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,11,0,
230,"Baker, Kawaan NOS WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,6,0,
231,"Bandy, Michael LAC WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,7,0,
232,"Benjamin, Travis SFO WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,6,3,
233,"Brown, John TBB WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,7,0,
234,"Cager, Lawrence NYJ WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,13,0,
235,"Camp, Jalen HOU WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,10,0,
236,"Chisena, Dan MIN WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,7,0,
237,"Cleveland, Tyrie DEN WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,11,0,
238,"Cole, Matt SEA WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,13,0,
239,"Coulter, Isaiah CHI WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,10,0,
240,"Cracraft, River FA WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,6,0,
241,"Fehoko, Simi DAL WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,7,0,
242,"Fountain, Daurice KCC WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,12,0,
243,"Fulgham, Travis DEN WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,11,1,
244,"Fuller, Aaron SEA WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,9,0,
245,"Gandy-Golden, Antonio WAS WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,9,0,
246,"Harris, De'Michael IND WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,14,0,
247,"Hightower, John PHI WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,14,0,
248,"Hodgins, Isaiah BUF WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,7,0,
249,"Hurns, Allen MIA WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,14,0,
250,"Kinsey, Mason TEN WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,13,0,
251,"Koski, J.J. FA WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,11,0,
252,"Matthews, Jordan SFO WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,6,1,
253,"McElroy, Codey TBB WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,9,0,
254,"Moore, David GBP WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,13,0,
255,"Natson, JoJo FA WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,13,0,
256,"Parker, Aaron CAR WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,13,0,
257,"Powell, Brandon LAR WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,11,0,
258,"Sims, Steven PIT WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,7,0,
259,"Slater, Matt NEP WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,14,0,
260,"Smith, Devin FA WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,7,0,
261,"Smith, Vyncint TBB WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,6,0,
262,"Stoner, Dillon LVR WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,8,0,
263,"Thompson, Cody SEA WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,9,0,
264,"Watson, Justin KCC WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,9,0,
265,"Webster, Nsimba CHI WR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA,10,0,
266,"Bachman, Alex NYG WR",-0.2,-0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,FA,10,0,
